profile,N,eps,arm,pair_seed,t_step,fperi_005,fperi_01,fperi_02,M05,M10,M20,C8,beta,sigr,L_inner,L_mid,L_outer,L_global
hernquist3d,4096,0.05,orig,2000,0,0.20093,0.34448,0.50806,0.03125,0.09692,0.24438,527.7465,-0.0042,0.7211,0.1309,0.4910,3.1340,1.2518
hernquist3d,4096,0.05,orig,2000,5,0.20093,0.34448,0.50806,0.02612,0.09863,0.24097,526.2803,0.0171,0.7254,0.1309,0.4910,3.1340,1.2518
hernquist3d,4096,0.05,orig,2000,10,0.20093,0.34448,0.50806,0.02295,0.09619,0.23682,527.1861,0.0405,0.7280,0.1309,0.4910,3.1340,1.2518
hernquist3d,4096,0.05,orig,2000,20,0.20093,0.34448,0.50806,0.01440,0.08130,0.23169,525.1308,0.0511,0.7208,0.1309,0.4910,3.1340,1.2518
hernquist3d,4096,0.05,orig,2000,50,0.20093,0.34448,0.50806,0.00781,0.04858,0.19385,461.6801,0.0944,0.6943,0.1309,0.4910,3.1340,1.2518
hernquist3d,4096,0.05,orig,2000,100,0.20093,0.34448,0.50806,0.01318,0.04907,0.15454,299.0909,0.1824,0.6633,0.1309,0.4910,3.1340,1.2518
hernquist3d,4096,0.05,orig,2000,300,0.20093,0.34448,0.50806,0.01123,0.05640,0.16821,273.3393,0.4193,0.6364,0.1309,0.4910,3.1340,1.2518
hernquist3d,4096,0.05,orig,2000,600,0.20093,0.34448,0.50806,0.01294,0.05835,0.16724,292.8794,0.5439,0.6323,0.1309,0.4910,3.1340,1.2518
hernquist3d,4096,0.05,full,2000,0,0.32251,0.46680,0.62646,0.03125,0.09692,0.24438,527.7465,0.6452,0.9566,0.0954,0.3611,2.2909,0.9156
hernquist3d,4096,0.05,full,2000,5,0.32251,0.46680,0.62646,0.03247,0.10010,0.24097,534.7079,0.6343,0.9512,0.0954,0.3611,2.2909,0.9156
hernquist3d,4096,0.05,full,2000,10,0.32251,0.46680,0.62646,0.03516,0.10571,0.24121,538.8332,0.6255,0.9466,0.0954,0.3611,2.2909,0.9156
hernquist3d,4096,0.05,full,2000,20,0.32251,0.46680,0.62646,0.03247,0.10376,0.24536,529.0377,0.5994,0.9296,0.0954,0.3611,2.2909,0.9156
hernquist3d,4096,0.05,full,2000,50,0.32251,0.46680,0.62646,0.01758,0.07373,0.23169,501.7555,0.5708,0.8797,0.0954,0.3611,2.2909,0.9156
hernquist3d,4096,0.05,full,2000,100,0.32251,0.46680,0.62646,0.01904,0.07349,0.17114,335.4438,0.5853,0.8176,0.0954,0.3611,2.2909,0.9156
hernquist3d,4096,0.05,full,2000,300,0.32251,0.46680,0.62646,0.01636,0.07031,0.17383,316.1739,0.6507,0.7217,0.0954,0.3611,2.2909,0.9156
hernquist3d,4096,0.05,full,2000,600,0.32251,0.46680,0.62646,0.01099,0.06421,0.17285,364.1501,0.6948,0.6955,0.0954,0.3611,2.2909,0.9156
hernquist3d,4096,0.05,inner-med,2000,0,0.26416,0.38745,0.52393,0.03125,0.09692,0.24438,527.7465,0.2914,0.8045,0.0954,0.4910,3.1341,1.2400
hernquist3d,4096,0.05,inner-med,2000,5,0.26416,0.38745,0.52393,0.03247,0.10010,0.24121,529.8349,0.2698,0.7977,0.0954,0.4910,3.1341,1.2400
hernquist3d,4096,0.05,inner-med,2000,10,0.26416,0.38745,0.52393,0.03516,0.10596,0.24072,520.3722,0.2537,0.7917,0.0954,0.4910,3.1341,1.2400
hernquist3d,4096,0.05,inner-med,2000,20,0.26416,0.38745,0.52393,0.03247,0.10303,0.23730,504.5097,0.2038,0.7692,0.0954,0.4910,3.1341,1.2400
hernquist3d,4096,0.05,inner-med,2000,50,0.26416,0.38745,0.52393,0.01367,0.06030,0.20337,445.9822,0.1965,0.7210,0.0954,0.4910,3.1341,1.2400
hernquist3d,4096,0.05,inner-med,2000,100,0.26416,0.38745,0.52393,0.01562,0.06299,0.15186,278.5375,0.2390,0.6761,0.0954,0.4910,3.1341,1.2400
hernquist3d,4096,0.05,inner-med,2000,300,0.26416,0.38745,0.52393,0.01660,0.06836,0.17358,279.1837,0.4673,0.6502,0.0954,0.4910,3.1341,1.2400
hernquist3d,4096,0.05,inner-med,2000,600,0.26416,0.38745,0.52393,0.01221,0.06470,0.16992,282.4827,0.5913,0.6446,0.0954,0.4910,3.1341,1.2400
hernquist3d,4096,0.05,mid,2000,0,0.24951,0.40527,0.58130,0.03125,0.09692,0.24438,527.7465,0.3117,0.8113,0.1309,0.3610,3.1341,1.2085
hernquist3d,4096,0.05,mid,2000,5,0.24951,0.40527,0.58130,0.02612,0.09863,0.24097,530.8349,0.3260,0.8156,0.1309,0.3610,3.1341,1.2085
hernquist3d,4096,0.05,mid,2000,10,0.24951,0.40527,0.58130,0.02295,0.09595,0.23755,545.5299,0.3421,0.8188,0.1309,0.3610,3.1341,1.2085
hernquist3d,4096,0.05,mid,2000,20,0.24951,0.40527,0.58130,0.01440,0.08179,0.24023,552.4994,0.3476,0.8140,0.1309,0.3610,3.1341,1.2085
hernquist3d,4096,0.05,mid,2000,50,0.24951,0.40527,0.58130,0.01245,0.06226,0.22241,517.9392,0.3133,0.7752,0.1309,0.3610,3.1341,1.2085
hernquist3d,4096,0.05,mid,2000,100,0.24951,0.40527,0.58130,0.01904,0.06543,0.17285,345.6091,0.3380,0.7191,0.1309,0.3610,3.1341,1.2085
hernquist3d,4096,0.05,mid,2000,300,0.24951,0.40527,0.58130,0.01392,0.06079,0.17334,292.9596,0.4832,0.6542,0.1309,0.3610,3.1341,1.2085
hernquist3d,4096,0.05,mid,2000,600,0.24951,0.40527,0.58130,0.01025,0.06030,0.17432,335.2025,0.5765,0.6463,0.1309,0.3610,3.1341,1.2085
hernquist3d,4096,0.05,outer,2000,0,0.20996,0.36084,0.53564,0.03125,0.09692,0.24438,527.7465,0.2961,0.8061,0.1309,0.4911,2.2907,0.9708
hernquist3d,4096,0.05,outer,2000,5,0.20996,0.36084,0.53564,0.02612,0.09839,0.24097,526.3641,0.3104,0.8099,0.1309,0.4911,2.2907,0.9708
hernquist3d,4096,0.05,outer,2000,10,0.20996,0.36084,0.53564,0.02271,0.09619,0.23730,527.2160,0.3274,0.8123,0.1309,0.4911,2.2907,0.9708
hernquist3d,4096,0.05,outer,2000,20,0.20996,0.36084,0.53564,0.01440,0.08130,0.23169,525.1105,0.3401,0.8060,0.1309,0.4911,2.2907,0.9708
hernquist3d,4096,0.05,outer,2000,50,0.20996,0.36084,0.53564,0.00781,0.04883,0.19434,461.4379,0.3887,0.7838,0.1309,0.4911,2.2907,0.9708
hernquist3d,4096,0.05,outer,2000,100,0.20996,0.36084,0.53564,0.01318,0.04956,0.15503,307.9877,0.4587,0.7563,0.1309,0.4911,2.2907,0.9708
hernquist3d,4096,0.05,outer,2000,300,0.20996,0.36084,0.53564,0.01172,0.05908,0.17139,291.6750,0.5745,0.6996,0.1309,0.4911,2.2907,0.9708
hernquist3d,4096,0.05,outer,2000,600,0.20996,0.36084,0.53564,0.01001,0.05518,0.16968,321.3122,0.6337,0.6691,0.1309,0.4911,2.2907,0.9708
hernquist3d,4096,0.05,tan,2000,0,0.15918,0.28369,0.44531,0.03125,0.09692,0.24438,527.7465,-1.9380,0.4770,0.1532,0.5705,3.6664,1.4632
hernquist3d,4096,0.05,tan,2000,5,0.15918,0.28369,0.44531,0.02563,0.09448,0.23950,525.1211,-1.6086,0.5001,0.1532,0.5705,3.6664,1.4632
hernquist3d,4096,0.05,tan,2000,10,0.15918,0.28369,0.44531,0.01343,0.08838,0.23657,522.1474,-1.3344,0.5197,0.1532,0.5705,3.6664,1.4632
hernquist3d,4096,0.05,tan,2000,20,0.15918,0.28369,0.44531,0.00659,0.05981,0.22192,511.4774,-1.0429,0.5377,0.1532,0.5705,3.6664,1.4632
hernquist3d,4096,0.05,tan,2000,50,0.15918,0.28369,0.44531,0.00537,0.03442,0.16406,389.0366,-0.7159,0.5413,0.1532,0.5705,3.6664,1.4632
hernquist3d,4096,0.05,tan,2000,100,0.15918,0.28369,0.44531,0.00415,0.02661,0.12769,276.7314,-0.4059,0.5379,0.1532,0.5705,3.6664,1.4632
hernquist3d,4096,0.05,tan,2000,300,0.15918,0.28369,0.44531,0.00708,0.04004,0.15259,260.4389,0.1612,0.5645,0.1532,0.5705,3.6664,1.4632
hernquist3d,4096,0.05,tan,2000,600,0.15918,0.28369,0.44531,0.00610,0.04028,0.15210,268.6210,0.3850,0.5789,0.1532,0.5705,3.6664,1.4632
hernquist3d,4096,0.05,sham,2000,0,0.19800,0.34399,0.50366,0.03125,0.09692,0.24438,527.7465,-0.0097,0.7198,0.1305,0.4919,3.1534,1.2584
hernquist3d,4096,0.05,sham,2000,5,0.19800,0.34399,0.50366,0.02783,0.09863,0.24048,528.3154,0.0068,0.7231,0.1305,0.4919,3.1534,1.2584
hernquist3d,4096,0.05,sham,2000,10,0.19800,0.34399,0.50366,0.02393,0.09692,0.23633,519.3513,0.0189,0.7229,0.1305,0.4919,3.1534,1.2584
hernquist3d,4096,0.05,sham,2000,20,0.19800,0.34399,0.50366,0.01367,0.08301,0.23022,517.1333,0.0367,0.7172,0.1305,0.4919,3.1534,1.2584
hernquist3d,4096,0.05,sham,2000,50,0.19800,0.34399,0.50366,0.00757,0.05176,0.19482,447.7634,0.0839,0.6913,0.1305,0.4919,3.1534,1.2584
hernquist3d,4096,0.05,sham,2000,100,0.19800,0.34399,0.50366,0.01245,0.04956,0.14893,301.7619,0.1766,0.6608,0.1305,0.4919,3.1534,1.2584
hernquist3d,4096,0.05,sham,2000,300,0.19800,0.34399,0.50366,0.01294,0.05396,0.16357,283.8857,0.4173,0.6348,0.1305,0.4919,3.1534,1.2584
hernquist3d,4096,0.05,sham,2000,600,0.19800,0.34399,0.50366,0.01147,0.05786,0.16382,304.6692,0.5450,0.6327,0.1305,0.4919,3.1534,1.2584
hernquist3d,4096,0.05,orig,2008,0,0.21094,0.34961,0.51147,0.04053,0.10913,0.24316,511.4418,0.0271,0.7414,0.1296,0.4947,3.3116,1.3118
hernquist3d,4096,0.05,orig,2008,5,0.21094,0.34961,0.51147,0.03247,0.10571,0.24390,517.3142,0.0602,0.7474,0.1296,0.4947,3.3116,1.3118
hernquist3d,4096,0.05,orig,2008,10,0.21094,0.34961,0.51147,0.02197,0.09863,0.24316,515.8309,0.0850,0.7495,0.1296,0.4947,3.3116,1.3118
hernquist3d,4096,0.05,orig,2008,20,0.21094,0.34961,0.51147,0.01294,0.07617,0.23413,503.0572,0.0900,0.7398,0.1296,0.4947,3.3116,1.3118
hernquist3d,4096,0.05,orig,2008,50,0.21094,0.34961,0.51147,0.00781,0.05347,0.18750,416.6175,0.1177,0.7070,0.1296,0.4947,3.3116,1.3118
hernquist3d,4096,0.05,orig,2008,100,0.21094,0.34961,0.51147,0.00928,0.05029,0.14648,287.0327,0.1912,0.6732,0.1296,0.4947,3.3116,1.3118
hernquist3d,4096,0.05,orig,2008,300,0.21094,0.34961,0.51147,0.01270,0.05908,0.15649,248.9411,0.4146,0.6358,0.1296,0.4947,3.3116,1.3118
hernquist3d,4096,0.05,orig,2008,600,0.21094,0.34961,0.51147,0.00732,0.05127,0.15771,296.1337,0.5603,0.6354,0.1296,0.4947,3.3116,1.3118
hernquist3d,4096,0.05,full,2008,0,0.32617,0.46729,0.61963,0.04053,0.10913,0.24316,511.4418,0.6603,0.9819,0.0932,0.3633,2.3826,0.9462
hernquist3d,4096,0.05,full,2008,5,0.32617,0.46729,0.61963,0.03809,0.10547,0.24341,519.6775,0.6468,0.9729,0.0932,0.3633,2.3826,0.9462
hernquist3d,4096,0.05,full,2008,10,0.32617,0.46729,0.61963,0.03369,0.10376,0.24707,511.1967,0.6355,0.9648,0.0932,0.3633,2.3826,0.9462
hernquist3d,4096,0.05,full,2008,20,0.32617,0.46729,0.61963,0.03052,0.10352,0.24292,501.8722,0.6145,0.9481,0.0932,0.3633,2.3826,0.9462
hernquist3d,4096,0.05,full,2008,50,0.32617,0.46729,0.61963,0.01782,0.06885,0.21753,471.1845,0.5938,0.8972,0.0932,0.3633,2.3826,0.9462
hernquist3d,4096,0.05,full,2008,100,0.32617,0.46729,0.61963,0.01782,0.07471,0.17407,332.0305,0.5990,0.8360,0.0932,0.3633,2.3826,0.9462
hernquist3d,4096,0.05,full,2008,300,0.32617,0.46729,0.61963,0.02002,0.07056,0.17529,267.9214,0.6595,0.7277,0.0932,0.3633,2.3826,0.9462
hernquist3d,4096,0.05,full,2008,600,0.32617,0.46729,0.61963,0.01562,0.06470,0.17017,295.9151,0.7243,0.7078,0.0932,0.3633,2.3826,0.9462
hernquist3d,4096,0.05,inner-med,2008,0,0.27002,0.39453,0.52637,0.04053,0.10913,0.24316,511.4418,0.3244,0.8299,0.0932,0.4946,3.3114,1.2995
hernquist3d,4096,0.05,inner-med,2008,5,0.27002,0.39453,0.52637,0.03809,0.10547,0.24365,515.6072,0.2966,0.8189,0.0932,0.4946,3.3114,1.2995
hernquist3d,4096,0.05,inner-med,2008,10,0.27002,0.39453,0.52637,0.03394,0.10352,0.24634,504.8153,0.2739,0.8088,0.0932,0.4946,3.3114,1.2995
hernquist3d,4096,0.05,inner-med,2008,20,0.27002,0.39453,0.52637,0.03076,0.10278,0.23779,484.5572,0.2337,0.7874,0.0932,0.4946,3.3114,1.2995
hernquist3d,4096,0.05,inner-med,2008,50,0.27002,0.39453,0.52637,0.01294,0.05615,0.19287,407.4027,0.2226,0.7347,0.0932,0.4946,3.3114,1.2995
hernquist3d,4096,0.05,inner-med,2008,100,0.27002,0.39453,0.52637,0.01245,0.06348,0.15137,275.3266,0.2454,0.6871,0.0932,0.4946,3.3114,1.2995
hernquist3d,4096,0.05,inner-med,2008,300,0.27002,0.39453,0.52637,0.02075,0.06641,0.16772,243.3473,0.4585,0.6471,0.0932,0.4946,3.3114,1.2995
hernquist3d,4096,0.05,inner-med,2008,600,0.27002,0.39453,0.52637,0.01050,0.05542,0.15454,294.1259,0.6097,0.6499,0.0932,0.4946,3.3114,1.2995
hernquist3d,4096,0.05,mid,2008,0,0.26392,0.41211,0.58374,0.04053,0.10913,0.24316,511.4418,0.3213,0.8288,0.1296,0.3633,3.3115,1.2679
hernquist3d,4096,0.05,mid,2008,5,0.26392,0.41211,0.58374,0.03247,0.10596,0.24390,520.7322,0.3443,0.8346,0.1296,0.3633,3.3115,1.2679
hernquist3d,4096,0.05,mid,2008,10,0.26392,0.41211,0.58374,0.02197,0.09839,0.24365,521.3895,0.3620,0.8372,0.1296,0.3633,3.3115,1.2679
hernquist3d,4096,0.05,mid,2008,20,0.26392,0.41211,0.58374,0.01294,0.07690,0.23926,521.5455,0.3633,0.8295,0.1296,0.3633,3.3115,1.2679
hernquist3d,4096,0.05,mid,2008,50,0.26392,0.41211,0.58374,0.01147,0.06567,0.21167,483.6176,0.3398,0.7904,0.1296,0.3633,3.3115,1.2679
hernquist3d,4096,0.05,mid,2008,100,0.26392,0.41211,0.58374,0.01636,0.06152,0.17090,349.5347,0.3576,0.7343,0.1296,0.3633,3.3115,1.2679
hernquist3d,4096,0.05,mid,2008,300,0.26392,0.41211,0.58374,0.01367,0.06299,0.16528,260.9580,0.4784,0.6523,0.1296,0.3633,3.3115,1.2679
hernquist3d,4096,0.05,mid,2008,600,0.26392,0.41211,0.58374,0.01147,0.05371,0.16724,295.4601,0.5921,0.6474,0.1296,0.3633,3.3115,1.2679
hernquist3d,4096,0.05,outer,2008,0,0.21387,0.36011,0.53223,0.04053,0.10913,0.24316,511.4418,0.3231,0.8294,0.1296,0.4948,2.3826,1.0022
hernquist3d,4096,0.05,outer,2008,5,0.21387,0.36011,0.53223,0.03247,0.10571,0.24390,517.3025,0.3456,0.8348,0.1296,0.4948,2.3826,1.0022
hernquist3d,4096,0.05,outer,2008,10,0.21387,0.36011,0.53223,0.02222,0.09839,0.24316,515.8530,0.3642,0.8367,0.1296,0.4948,2.3826,1.0022
hernquist3d,4096,0.05,outer,2008,20,0.21387,0.36011,0.53223,0.01294,0.07617,0.23389,503.2394,0.3734,0.8282,0.1296,0.4948,2.3826,1.0022
hernquist3d,4096,0.05,outer,2008,50,0.21387,0.36011,0.53223,0.00781,0.05273,0.18726,418.3283,0.4107,0.7996,0.1296,0.4948,2.3826,1.0022
hernquist3d,4096,0.05,outer,2008,100,0.21387,0.36011,0.53223,0.00928,0.05054,0.14722,293.6337,0.4677,0.7682,0.1296,0.4948,2.3826,1.0022
hernquist3d,4096,0.05,outer,2008,300,0.21387,0.36011,0.53223,0.01123,0.06152,0.16284,262.1500,0.5783,0.7023,0.1296,0.4948,2.3826,1.0022
hernquist3d,4096,0.05,outer,2008,600,0.21387,0.36011,0.53223,0.00903,0.05273,0.15894,290.5723,0.6622,0.6793,0.1296,0.4948,2.3826,1.0022
hernquist3d,4096,0.05,tan,2008,0,0.17334,0.29297,0.44849,0.04053,0.10913,0.24316,511.4418,-1.8947,0.4884,0.1527,0.5751,3.8998,1.5423
hernquist3d,4096,0.05,tan,2008,5,0.17334,0.29297,0.44849,0.02808,0.10522,0.24219,515.3207,-1.4170,0.5242,0.1527,0.5751,3.8998,1.5423
hernquist3d,4096,0.05,tan,2008,10,0.17334,0.29297,0.44849,0.01221,0.09277,0.24268,513.4523,-1.1524,0.5447,0.1527,0.5751,3.8998,1.5423
hernquist3d,4096,0.05,tan,2008,20,0.17334,0.29297,0.44849,0.00635,0.05859,0.22607,487.4730,-0.9352,0.5566,0.1527,0.5751,3.8998,1.5423
hernquist3d,4096,0.05,tan,2008,50,0.17334,0.29297,0.44849,0.00464,0.04126,0.16284,363.2438,-0.7115,0.5480,0.1527,0.5751,3.8998,1.5423
hernquist3d,4096,0.05,tan,2008,100,0.17334,0.29297,0.44849,0.00342,0.02295,0.12158,253.5729,-0.4236,0.5411,0.1527,0.5751,3.8998,1.5423
hernquist3d,4096,0.05,tan,2008,300,0.17334,0.29297,0.44849,0.00586,0.04541,0.14722,242.0852,0.1525,0.5633,0.1527,0.5751,3.8998,1.5423
hernquist3d,4096,0.05,tan,2008,600,0.17334,0.29297,0.44849,0.00806,0.04346,0.14307,269.5463,0.4040,0.5813,0.1527,0.5751,3.8998,1.5423
hernquist3d,4096,0.05,sham,2008,0,0.21094,0.35254,0.50928,0.04053,0.10913,0.24316,511.4418,0.0413,0.7450,0.1286,0.4942,3.3538,1.3253
hernquist3d,4096,0.05,sham,2008,5,0.21094,0.35254,0.50928,0.03442,0.10547,0.24268,517.9756,0.0705,0.7504,0.1286,0.4942,3.3538,1.3253
hernquist3d,4096,0.05,sham,2008,10,0.21094,0.35254,0.50928,0.02173,0.09692,0.24463,512.7918,0.0869,0.7504,0.1286,0.4942,3.3538,1.3253
hernquist3d,4096,0.05,sham,2008,20,0.21094,0.35254,0.50928,0.01245,0.07861,0.23364,503.5324,0.0885,0.7401,0.1286,0.4942,3.3538,1.3253
hernquist3d,4096,0.05,sham,2008,50,0.21094,0.35254,0.50928,0.00684,0.05200,0.18896,418.1875,0.1042,0.7044,0.1286,0.4942,3.3538,1.3253
hernquist3d,4096,0.05,sham,2008,100,0.21094,0.35254,0.50928,0.01025,0.04736,0.14966,282.2972,0.1724,0.6687,0.1286,0.4942,3.3538,1.3253
hernquist3d,4096,0.05,sham,2008,300,0.21094,0.35254,0.50928,0.01270,0.05859,0.16113,242.8142,0.4068,0.6337,0.1286,0.4942,3.3538,1.3253
hernquist3d,4096,0.05,sham,2008,600,0.21094,0.35254,0.50928,0.01123,0.05396,0.16089,285.3899,0.5535,0.6337,0.1286,0.4942,3.3538,1.3253
hernquist3d,4096,0.05,orig,2003,0,0.20459,0.35181,0.52295,0.03467,0.10889,0.24609,552.5590,0.0015,0.7296,0.1305,0.4720,3.1145,1.2388
hernquist3d,4096,0.05,orig,2003,5,0.20459,0.35181,0.52295,0.03076,0.10474,0.24561,563.2374,0.0350,0.7361,0.1305,0.4720,3.1145,1.2388
hernquist3d,4096,0.05,orig,2003,10,0.20459,0.35181,0.52295,0.02271,0.10522,0.24561,562.3359,0.0634,0.7390,0.1305,0.4720,3.1145,1.2388
hernquist3d,4096,0.05,orig,2003,20,0.20459,0.35181,0.52295,0.01562,0.08569,0.23438,530.4384,0.0686,0.7287,0.1305,0.4720,3.1145,1.2388
hernquist3d,4096,0.05,orig,2003,50,0.20459,0.35181,0.52295,0.00879,0.05420,0.18945,427.0001,0.0671,0.6876,0.1305,0.4720,3.1145,1.2388
hernquist3d,4096,0.05,orig,2003,100,0.20459,0.35181,0.52295,0.01807,0.05444,0.15063,290.2583,0.1881,0.6640,0.1305,0.4720,3.1145,1.2388
hernquist3d,4096,0.05,orig,2003,300,0.20459,0.35181,0.52295,0.01660,0.05786,0.16895,262.3512,0.4277,0.6425,0.1305,0.4720,3.1145,1.2388
hernquist3d,4096,0.05,orig,2003,600,0.20459,0.35181,0.52295,0.01221,0.05591,0.16626,275.2158,0.5662,0.6413,0.1305,0.4720,3.1145,1.2388
hernquist3d,4096,0.05,full,2003,0,0.33008,0.47705,0.63306,0.03467,0.10889,0.24609,552.5590,0.6502,0.9689,0.0952,0.3447,2.2829,0.9074
hernquist3d,4096,0.05,full,2003,5,0.33008,0.47705,0.63306,0.03516,0.10742,0.24561,565.1904,0.6418,0.9638,0.0952,0.3447,2.2829,0.9074
hernquist3d,4096,0.05,full,2003,10,0.33008,0.47705,0.63306,0.03687,0.11133,0.24634,563.0337,0.6312,0.9567,0.0952,0.3447,2.2829,0.9074
hernquist3d,4096,0.05,full,2003,20,0.33008,0.47705,0.63306,0.03101,0.10864,0.24756,534.2962,0.6073,0.9383,0.0952,0.3447,2.2829,0.9074
hernquist3d,4096,0.05,full,2003,50,0.33008,0.47705,0.63306,0.01904,0.07642,0.22241,485.7434,0.5694,0.8779,0.0952,0.3447,2.2829,0.9074
hernquist3d,4096,0.05,full,2003,100,0.33008,0.47705,0.63306,0.02173,0.07935,0.17139,324.9448,0.5922,0.8187,0.0952,0.3447,2.2829,0.9074
hernquist3d,4096,0.05,full,2003,300,0.33008,0.47705,0.63306,0.01855,0.07446,0.18213,308.8116,0.6518,0.7326,0.0952,0.3447,2.2829,0.9074
hernquist3d,4096,0.05,full,2003,600,0.33008,0.47705,0.63306,0.00610,0.05542,0.17407,364.2850,0.7162,0.7089,0.0952,0.3447,2.2829,0.9074
hernquist3d,4096,0.05,inner-med,2003,0,0.27148,0.39648,0.53687,0.03467,0.10889,0.24609,552.5590,0.3049,0.8170,0.0952,0.4720,3.1142,1.2269
hernquist3d,4096,0.05,inner-med,2003,5,0.27148,0.39648,0.53687,0.03516,0.10742,0.24561,562.4249,0.2882,0.8108,0.0952,0.4720,3.1142,1.2269
hernquist3d,4096,0.05,inner-med,2003,10,0.27148,0.39648,0.53687,0.03687,0.11133,0.24658,558.6328,0.2670,0.8017,0.0952,0.4720,3.1142,1.2269
hernquist3d,4096,0.05,inner-med,2003,20,0.27148,0.39648,0.53687,0.03052,0.10864,0.23901,517.5869,0.2144,0.7759,0.0952,0.4720,3.1142,1.2269
hernquist3d,4096,0.05,inner-med,2003,50,0.27148,0.39648,0.53687,0.01416,0.05908,0.19507,419.1290,0.1800,0.7156,0.0952,0.4720,3.1142,1.2269
hernquist3d,4096,0.05,inner-med,2003,100,0.27148,0.39648,0.53687,0.01904,0.06567,0.15063,272.5044,0.2475,0.6775,0.0952,0.4720,3.1142,1.2269
hernquist3d,4096,0.05,inner-med,2003,300,0.27148,0.39648,0.53687,0.01758,0.07397,0.16553,265.1094,0.4686,0.6510,0.0952,0.4720,3.1142,1.2269
hernquist3d,4096,0.05,inner-med,2003,600,0.27148,0.39648,0.53687,0.01465,0.06250,0.16943,289.6133,0.5952,0.6517,0.0952,0.4720,3.1142,1.2269
hernquist3d,4096,0.05,mid,2003,0,0.25439,0.41846,0.59448,0.03467,0.10889,0.24609,552.5590,0.3053,0.8171,0.1305,0.3445,3.1144,1.1963
hernquist3d,4096,0.05,mid,2003,5,0.25439,0.41846,0.59448,0.03076,0.10474,0.24561,565.4288,0.3283,0.8236,0.1305,0.3445,3.1144,1.1963
hernquist3d,4096,0.05,mid,2003,10,0.25439,0.41846,0.59448,0.02271,0.10547,0.24561,567.8438,0.3488,0.8272,0.1305,0.3445,3.1144,1.1963
hernquist3d,4096,0.05,mid,2003,20,0.25439,0.41846,0.59448,0.01562,0.08618,0.24292,547.4709,0.3559,0.8215,0.1305,0.3445,3.1144,1.1963
hernquist3d,4096,0.05,mid,2003,50,0.25439,0.41846,0.59448,0.01343,0.06812,0.21924,495.9526,0.2981,0.7708,0.1305,0.3445,3.1144,1.1963
hernquist3d,4096,0.05,mid,2003,100,0.25439,0.41846,0.59448,0.02368,0.06885,0.17212,339.7009,0.3306,0.7147,0.1305,0.3445,3.1144,1.1963
hernquist3d,4096,0.05,mid,2003,300,0.25439,0.41846,0.59448,0.01953,0.06641,0.17554,284.7812,0.4816,0.6592,0.1305,0.3445,3.1144,1.1963
hernquist3d,4096,0.05,mid,2003,600,0.25439,0.41846,0.59448,0.01343,0.05640,0.17505,298.4604,0.6081,0.6576,0.1305,0.3445,3.1144,1.1963
hernquist3d,4096,0.05,outer,2003,0,0.21436,0.36816,0.54883,0.03467,0.10889,0.24609,552.5590,0.3063,0.8175,0.1305,0.4721,2.2831,0.9618
hernquist3d,4096,0.05,outer,2003,5,0.21436,0.36816,0.54883,0.03076,0.10474,0.24561,563.2802,0.3280,0.8229,0.1305,0.4721,2.2831,0.9618
hernquist3d,4096,0.05,outer,2003,10,0.21436,0.36816,0.54883,0.02271,0.10547,0.24561,562.2407,0.3485,0.8253,0.1305,0.4721,2.2831,0.9618
hernquist3d,4096,0.05,outer,2003,20,0.21436,0.36816,0.54883,0.01562,0.08594,0.23389,531.3002,0.3581,0.8161,0.1305,0.4721,2.2831,0.9618
hernquist3d,4096,0.05,outer,2003,50,0.21436,0.36816,0.54883,0.00854,0.05420,0.18945,428.1229,0.3789,0.7799,0.1305,0.4721,2.2831,0.9618
hernquist3d,4096,0.05,outer,2003,100,0.21436,0.36816,0.54883,0.01855,0.05493,0.15186,299.7894,0.4699,0.7592,0.1305,0.4721,2.2831,0.9618
hernquist3d,4096,0.05,outer,2003,300,0.21436,0.36816,0.54883,0.01709,0.06079,0.17163,276.3619,0.5721,0.7023,0.1305,0.4721,2.2831,0.9618
hernquist3d,4096,0.05,outer,2003,600,0.21436,0.36816,0.54883,0.01001,0.05103,0.16333,292.9038,0.6589,0.6810,0.1305,0.4721,2.2831,0.9618
hernquist3d,4096,0.05,tan,2003,0,0.16406,0.28857,0.45581,0.03467,0.10889,0.24609,552.5590,-1.9521,0.4807,0.1524,0.5512,3.6233,1.4421
hernquist3d,4096,0.05,tan,2003,5,0.16406,0.28857,0.45581,0.02661,0.10352,0.24390,557.0733,-1.5247,0.5114,0.1524,0.5512,3.6233,1.4421
hernquist3d,4096,0.05,tan,2003,10,0.16406,0.28857,0.45581,0.01318,0.09375,0.24243,550.5200,-1.2309,0.5333,0.1524,0.5512,3.6233,1.4421
hernquist3d,4096,0.05,tan,2003,20,0.16406,0.28857,0.45581,0.00537,0.06470,0.22852,527.7438,-0.9941,0.5458,0.1524,0.5512,3.6233,1.4421
hernquist3d,4096,0.05,tan,2003,50,0.16406,0.28857,0.45581,0.00537,0.03906,0.16797,385.7177,-0.7520,0.5378,0.1524,0.5512,3.6233,1.4421
hernquist3d,4096,0.05,tan,2003,100,0.16406,0.28857,0.45581,0.00513,0.02930,0.12842,259.5508,-0.3858,0.5411,0.1524,0.5512,3.6233,1.4421
hernquist3d,4096,0.05,tan,2003,300,0.16406,0.28857,0.45581,0.00586,0.04468,0.15234,251.4999,0.2000,0.5767,0.1524,0.5512,3.6233,1.4421
