profile,N,eps,arm,pair_seed,t_step,fperi_005,fperi_01,fperi_02,M05,M10,M20,C8,beta,sigr,L_inner,L_mid,L_outer,L_global
hernquist3d,4096,0.05,sham,2046,20,0.21362,0.35547,0.52856,0.01294,0.08057,0.24536,539.2260,0.0628,0.7239,0.1275,0.4578,3.1771,1.2539
hernquist3d,4096,0.05,sham,2046,50,0.21362,0.35547,0.52856,0.00903,0.05444,0.19995,469.2034,0.0830,0.6904,0.1275,0.4578,3.1771,1.2539
hernquist3d,4096,0.05,sham,2046,100,0.21362,0.35547,0.52856,0.01807,0.05762,0.16455,330.2564,0.1585,0.6594,0.1275,0.4578,3.1771,1.2539
hernquist3d,4096,0.05,sham,2046,300,0.21362,0.35547,0.52856,0.01221,0.05542,0.17676,296.1764,0.3846,0.6312,0.1275,0.4578,3.1771,1.2539
hernquist3d,4096,0.05,sham,2046,600,0.21362,0.35547,0.52856,0.01221,0.05640,0.16992,320.7688,0.5211,0.6332,0.1275,0.4578,3.1771,1.2539
hernquist3d,4096,0.05,orig,2047,0,0.21265,0.37427,0.52808,0.04248,0.11084,0.26050,570.4006,0.0236,0.7267,0.1214,0.4533,3.0299,1.2013
hernquist3d,4096,0.05,orig,2047,5,0.21265,0.37427,0.52808,0.03516,0.11353,0.25903,570.1052,0.0377,0.7289,0.1214,0.4533,3.0299,1.2013
hernquist3d,4096,0.05,orig,2047,10,0.21265,0.37427,0.52808,0.02710,0.11035,0.26050,564.5880,0.0375,0.7253,0.1214,0.4533,3.0299,1.2013
hernquist3d,4096,0.05,orig,2047,20,0.21265,0.37427,0.52808,0.01611,0.08960,0.25464,553.1029,0.0486,0.7173,0.1214,0.4533,3.0299,1.2013
hernquist3d,4096,0.05,orig,2047,50,0.21265,0.37427,0.52808,0.01025,0.05908,0.21191,471.0747,0.0977,0.6907,0.1214,0.4533,3.0299,1.2013
hernquist3d,4096,0.05,orig,2047,100,0.21265,0.37427,0.52808,0.01709,0.06665,0.17432,358.4861,0.1392,0.6527,0.1214,0.4533,3.0299,1.2013
hernquist3d,4096,0.05,orig,2047,300,0.21265,0.37427,0.52808,0.01660,0.06665,0.19043,318.5614,0.4005,0.6388,0.1214,0.4533,3.0299,1.2013
hernquist3d,4096,0.05,orig,2047,600,0.21265,0.37427,0.52808,0.01440,0.06860,0.19604,324.4698,0.5137,0.6346,0.1214,0.4533,3.0299,1.2013
hernquist3d,4096,0.05,full,2047,0,0.34277,0.49390,0.63232,0.04248,0.11084,0.26050,570.4006,0.6587,0.9626,0.0872,0.3319,2.2007,0.8731
hernquist3d,4096,0.05,full,2047,5,0.34277,0.49390,0.63232,0.03809,0.11841,0.26147,563.9216,0.6454,0.9561,0.0872,0.3319,2.2007,0.8731
hernquist3d,4096,0.05,full,2047,10,0.34277,0.49390,0.63232,0.04004,0.12256,0.26221,564.7302,0.6196,0.9425,0.0872,0.3319,2.2007,0.8731
hernquist3d,4096,0.05,full,2047,20,0.34277,0.49390,0.63232,0.03271,0.12305,0.26489,555.5530,0.5883,0.9224,0.0872,0.3319,2.2007,0.8731
hernquist3d,4096,0.05,full,2047,50,0.34277,0.49390,0.63232,0.02563,0.07690,0.23999,528.0473,0.5804,0.8773,0.0872,0.3319,2.2007,0.8731
hernquist3d,4096,0.05,full,2047,100,0.34277,0.49390,0.63232,0.02051,0.08765,0.19263,386.5554,0.5721,0.8094,0.0872,0.3319,2.2007,0.8731
hernquist3d,4096,0.05,full,2047,300,0.34277,0.49390,0.63232,0.02246,0.08252,0.20215,329.9984,0.6507,0.7357,0.0872,0.3319,2.2007,0.8731
hernquist3d,4096,0.05,full,2047,600,0.34277,0.49390,0.63232,0.02466,0.08472,0.20361,357.6349,0.7006,0.7124,0.0872,0.3319,2.2007,0.8731
hernquist3d,4096,0.05,inner-med,2047,0,0.28345,0.41968,0.54077,0.04248,0.11084,0.26050,570.4006,0.3213,0.8132,0.0872,0.4533,3.0298,1.1899
hernquist3d,4096,0.05,inner-med,2047,5,0.28345,0.41968,0.54077,0.03809,0.11841,0.26147,564.4841,0.2972,0.8056,0.0872,0.4533,3.0298,1.1899
hernquist3d,4096,0.05,inner-med,2047,10,0.28345,0.41968,0.54077,0.04004,0.12256,0.26074,557.2442,0.2505,0.7898,0.0872,0.4533,3.0298,1.1899
hernquist3d,4096,0.05,inner-med,2047,20,0.28345,0.41968,0.54077,0.03223,0.12183,0.25684,537.2592,0.1961,0.7652,0.0872,0.4533,3.0298,1.1899
hernquist3d,4096,0.05,inner-med,2047,50,0.28345,0.41968,0.54077,0.02100,0.06323,0.21484,465.7426,0.2177,0.7214,0.0872,0.4533,3.0298,1.1899
hernquist3d,4096,0.05,inner-med,2047,100,0.28345,0.41968,0.54077,0.02148,0.07837,0.17554,334.9775,0.2001,0.6649,0.0872,0.4533,3.0298,1.1899
hernquist3d,4096,0.05,inner-med,2047,300,0.28345,0.41968,0.54077,0.02246,0.07690,0.18481,298.1869,0.4627,0.6521,0.0872,0.4533,3.0298,1.1899
hernquist3d,4096,0.05,inner-med,2047,600,0.28345,0.41968,0.54077,0.02002,0.07275,0.19458,334.8332,0.6045,0.6653,0.0872,0.4533,3.0298,1.1899
hernquist3d,4096,0.05,mid,2047,0,0.26343,0.43579,0.59961,0.04248,0.11084,0.26050,570.4006,0.3224,0.8136,0.1214,0.3318,3.0299,1.1608
hernquist3d,4096,0.05,mid,2047,5,0.26343,0.43579,0.59961,0.03516,0.11377,0.25903,569.5193,0.3311,0.8157,0.1214,0.3318,3.0299,1.1608
hernquist3d,4096,0.05,mid,2047,10,0.26343,0.43579,0.59961,0.02710,0.11060,0.26221,573.0880,0.3296,0.8123,0.1214,0.3318,3.0299,1.1608
hernquist3d,4096,0.05,mid,2047,20,0.26343,0.43579,0.59961,0.01636,0.09082,0.26294,572.8818,0.3300,0.8050,0.1214,0.3318,3.0299,1.1608
hernquist3d,4096,0.05,mid,2047,50,0.26343,0.43579,0.59961,0.01538,0.07227,0.23755,529.4582,0.3082,0.7683,0.1214,0.3318,3.0299,1.1608
hernquist3d,4096,0.05,mid,2047,100,0.26343,0.43579,0.59961,0.02026,0.07983,0.19360,397.3214,0.3006,0.7054,0.1214,0.3318,3.0299,1.1608
hernquist3d,4096,0.05,mid,2047,300,0.26343,0.43579,0.59961,0.01758,0.07104,0.20068,336.2106,0.4608,0.6573,0.1214,0.3318,3.0299,1.1608
hernquist3d,4096,0.05,mid,2047,600,0.26343,0.43579,0.59961,0.01538,0.06958,0.20312,342.4659,0.5927,0.6640,0.1214,0.3318,3.0299,1.1608
hernquist3d,4096,0.05,outer,2047,0,0.22070,0.38623,0.54810,0.04248,0.11084,0.26050,570.4006,0.3177,0.8120,0.1214,0.4533,2.2005,0.9249
hernquist3d,4096,0.05,outer,2047,5,0.22070,0.38623,0.54810,0.03516,0.11377,0.25903,570.7810,0.3278,0.8142,0.1214,0.4533,2.2005,0.9249
hernquist3d,4096,0.05,outer,2047,10,0.22070,0.38623,0.54810,0.02710,0.11035,0.26050,564.4607,0.3302,0.8111,0.1214,0.4533,2.2005,0.9249
hernquist3d,4096,0.05,outer,2047,20,0.22070,0.38623,0.54810,0.01587,0.08936,0.25464,553.1623,0.3443,0.8045,0.1214,0.4533,2.2005,0.9249
hernquist3d,4096,0.05,outer,2047,50,0.22070,0.38623,0.54810,0.01001,0.05859,0.21167,470.2339,0.3968,0.7821,0.1214,0.4533,2.2005,0.9249
hernquist3d,4096,0.05,outer,2047,100,0.22070,0.38623,0.54810,0.01733,0.06689,0.17603,364.1396,0.4318,0.7474,0.1214,0.4533,2.2005,0.9249
hernquist3d,4096,0.05,outer,2047,300,0.22070,0.38623,0.54810,0.01758,0.07007,0.19287,324.6852,0.5441,0.6973,0.1214,0.4533,2.2005,0.9249
hernquist3d,4096,0.05,outer,2047,600,0.22070,0.38623,0.54810,0.01587,0.06689,0.19238,338.8441,0.6078,0.6702,0.1214,0.4533,2.2005,0.9249
hernquist3d,4096,0.05,tan,2047,0,0.16675,0.29980,0.46997,0.04248,0.11084,0.26050,570.4006,-1.9132,0.4779,0.1430,0.5284,3.5517,1.4075
hernquist3d,4096,0.05,tan,2047,5,0.16675,0.29980,0.46997,0.03076,0.11035,0.25732,576.2582,-1.5234,0.5056,0.1430,0.5284,3.5517,1.4075
hernquist3d,4096,0.05,tan,2047,10,0.16675,0.29980,0.46997,0.01733,0.10059,0.25879,574.1059,-1.2676,0.5238,0.1430,0.5284,3.5517,1.4075
hernquist3d,4096,0.05,tan,2047,20,0.16675,0.29980,0.46997,0.00830,0.06689,0.24731,550.4920,-0.9879,0.5406,0.1430,0.5284,3.5517,1.4075
hernquist3d,4096,0.05,tan,2047,50,0.16675,0.29980,0.46997,0.00342,0.04639,0.19165,427.8281,-0.7229,0.5373,0.1430,0.5284,3.5517,1.4075
hernquist3d,4096,0.05,tan,2047,100,0.16675,0.29980,0.46997,0.00903,0.04053,0.15747,334.5900,-0.4129,0.5381,0.1430,0.5284,3.5517,1.4075
hernquist3d,4096,0.05,tan,2047,300,0.16675,0.29980,0.46997,0.00830,0.04810,0.17651,311.9674,0.1438,0.5692,0.1430,0.5284,3.5517,1.4075
hernquist3d,4096,0.05,tan,2047,600,0.16675,0.29980,0.46997,0.00879,0.04956,0.18115,330.5161,0.3545,0.5845,0.1430,0.5284,3.5517,1.4075
hernquist3d,4096,0.05,sham,2047,0,0.21460,0.36938,0.52686,0.04248,0.11084,0.26050,570.4006,0.0101,0.7233,0.1214,0.4549,3.0638,1.2132
hernquist3d,4096,0.05,sham,2047,5,0.21460,0.36938,0.52686,0.03516,0.11304,0.25952,567.5544,0.0257,0.7259,0.1214,0.4549,3.0638,1.2132
hernquist3d,4096,0.05,sham,2047,10,0.21460,0.36938,0.52686,0.02563,0.10986,0.26416,568.0154,0.0165,0.7202,0.1214,0.4549,3.0638,1.2132
hernquist3d,4096,0.05,sham,2047,20,0.21460,0.36938,0.52686,0.01636,0.08911,0.25513,556.5928,0.0272,0.7119,0.1214,0.4549,3.0638,1.2132
hernquist3d,4096,0.05,sham,2047,50,0.21460,0.36938,0.52686,0.00903,0.05688,0.21289,478.4433,0.0846,0.6872,0.1214,0.4549,3.0638,1.2132
hernquist3d,4096,0.05,sham,2047,100,0.21460,0.36938,0.52686,0.01807,0.06567,0.17407,345.5947,0.1340,0.6510,0.1214,0.4549,3.0638,1.2132
hernquist3d,4096,0.05,sham,2047,300,0.21460,0.36938,0.52686,0.01392,0.06738,0.19019,313.9048,0.3837,0.6329,0.1214,0.4549,3.0638,1.2132
hernquist3d,4096,0.05,sham,2047,600,0.21460,0.36938,0.52686,0.01733,0.06836,0.18701,324.3255,0.5147,0.6318,0.1214,0.4549,3.0638,1.2132
hernquist3d,4096,0.05,orig,2048,0,0.20142,0.34424,0.51978,0.02686,0.09741,0.24658,582.1357,-0.0423,0.7221,0.1326,0.4726,3.0458,1.2168
hernquist3d,4096,0.05,orig,2048,5,0.20142,0.34424,0.51978,0.02490,0.09473,0.24927,576.8327,-0.0277,0.7243,0.1326,0.4726,3.0458,1.2168
hernquist3d,4096,0.05,orig,2048,10,0.20142,0.34424,0.51978,0.01758,0.09106,0.24780,569.4817,-0.0089,0.7252,0.1326,0.4726,3.0458,1.2168
hernquist3d,4096,0.05,orig,2048,20,0.20142,0.34424,0.51978,0.01416,0.07812,0.23730,548.5603,-0.0176,0.7121,0.1326,0.4726,3.0458,1.2168
hernquist3d,4096,0.05,orig,2048,50,0.20142,0.34424,0.51978,0.00586,0.04346,0.19385,440.0779,0.0531,0.6874,0.1326,0.4726,3.0458,1.2168
hernquist3d,4096,0.05,orig,2048,100,0.20142,0.34424,0.51978,0.00830,0.04102,0.15454,306.2695,0.1712,0.6621,0.1326,0.4726,3.0458,1.2168
hernquist3d,4096,0.05,orig,2048,300,0.20142,0.34424,0.51978,0.00562,0.04346,0.16162,290.3628,0.4117,0.6356,0.1326,0.4726,3.0458,1.2168
hernquist3d,4096,0.05,orig,2048,600,0.20142,0.34424,0.51978,0.00537,0.04102,0.16064,329.2927,0.5488,0.6437,0.1326,0.4726,3.0458,1.2168
hernquist3d,4096,0.05,full,2048,0,0.31763,0.46924,0.63330,0.02686,0.09741,0.24658,582.1357,0.6369,0.9652,0.0968,0.3491,2.2280,0.8912
hernquist3d,4096,0.05,full,2048,5,0.31763,0.46924,0.63330,0.02808,0.09741,0.25146,579.9817,0.6159,0.9543,0.0968,0.3491,2.2280,0.8912
hernquist3d,4096,0.05,full,2048,10,0.31763,0.46924,0.63330,0.03174,0.09863,0.25098,571.3366,0.5991,0.9453,0.0968,0.3491,2.2280,0.8912
hernquist3d,4096,0.05,full,2048,20,0.31763,0.46924,0.63330,0.03418,0.10449,0.25000,569.3879,0.5562,0.9197,0.0968,0.3491,2.2280,0.8912
hernquist3d,4096,0.05,full,2048,50,0.31763,0.46924,0.63330,0.01489,0.06641,0.22681,494.3855,0.5468,0.8692,0.0968,0.3491,2.2280,0.8912
hernquist3d,4096,0.05,full,2048,100,0.31763,0.46924,0.63330,0.01782,0.07300,0.17358,331.0644,0.5716,0.8144,0.0968,0.3491,2.2280,0.8912
hernquist3d,4096,0.05,full,2048,300,0.31763,0.46924,0.63330,0.01123,0.06494,0.17529,300.0743,0.6497,0.7321,0.0968,0.3491,2.2280,0.8912
hernquist3d,4096,0.05,full,2048,600,0.31763,0.46924,0.63330,0.01611,0.07202,0.19141,328.5042,0.7074,0.7179,0.0968,0.3491,2.2280,0.8912
hernquist3d,4096,0.05,inner-med,2048,0,0.26660,0.39380,0.53394,0.02686,0.09741,0.24658,582.1357,0.2747,0.8101,0.0968,0.4725,3.0455,1.2048
hernquist3d,4096,0.05,inner-med,2048,5,0.26660,0.39380,0.53394,0.02808,0.09790,0.25122,575.3600,0.2344,0.7973,0.0968,0.4725,3.0455,1.2048
hernquist3d,4096,0.05,inner-med,2048,10,0.26660,0.39380,0.53394,0.03174,0.09888,0.25049,565.0637,0.2043,0.7869,0.0968,0.4725,3.0455,1.2048
hernquist3d,4096,0.05,inner-med,2048,20,0.26660,0.39380,0.53394,0.03418,0.10400,0.24194,545.0798,0.1261,0.7563,0.0968,0.4725,3.0455,1.2048
hernquist3d,4096,0.05,inner-med,2048,50,0.26660,0.39380,0.53394,0.00928,0.05493,0.20312,440.4412,0.1545,0.7121,0.0968,0.4725,3.0455,1.2048
hernquist3d,4096,0.05,inner-med,2048,100,0.26660,0.39380,0.53394,0.01367,0.05981,0.15503,287.8710,0.2216,0.6746,0.0968,0.4725,3.0455,1.2048
hernquist3d,4096,0.05,inner-med,2048,300,0.26660,0.39380,0.53394,0.00806,0.05688,0.16528,272.1249,0.4543,0.6468,0.0968,0.4725,3.0455,1.2048
hernquist3d,4096,0.05,inner-med,2048,600,0.26660,0.39380,0.53394,0.01050,0.05933,0.17310,309.6003,0.5889,0.6616,0.0968,0.4725,3.0455,1.2048
hernquist3d,4096,0.05,mid,2048,0,0.24902,0.40771,0.59326,0.02686,0.09741,0.24658,582.1357,0.2823,0.8126,0.1326,0.3490,3.0460,1.1756
hernquist3d,4096,0.05,mid,2048,5,0.24902,0.40771,0.59326,0.02490,0.09473,0.24927,581.2194,0.2908,0.8144,0.1326,0.3490,3.0460,1.1756
hernquist3d,4096,0.05,mid,2048,10,0.24902,0.40771,0.59326,0.01758,0.09106,0.24829,575.5754,0.3015,0.8152,0.1326,0.3490,3.0460,1.1756
hernquist3d,4096,0.05,mid,2048,20,0.24902,0.40771,0.59326,0.01416,0.07861,0.24561,572.5603,0.2874,0.8026,0.1326,0.3490,3.0460,1.1756
hernquist3d,4096,0.05,mid,2048,50,0.24902,0.40771,0.59326,0.01001,0.05713,0.21875,494.9619,0.2676,0.7615,0.1326,0.3490,3.0460,1.1756
hernquist3d,4096,0.05,mid,2048,100,0.24902,0.40771,0.59326,0.01514,0.05615,0.17432,340.8931,0.3266,0.7145,0.1326,0.3490,3.0460,1.1756
hernquist3d,4096,0.05,mid,2048,300,0.24902,0.40771,0.59326,0.00952,0.04785,0.17529,302.4057,0.4718,0.6563,0.1326,0.3490,3.0460,1.1756
hernquist3d,4096,0.05,mid,2048,600,0.24902,0.40771,0.59326,0.00854,0.04810,0.17139,341.4431,0.5840,0.6574,0.1326,0.3490,3.0460,1.1756
hernquist3d,4096,0.05,outer,2048,0,0.20508,0.35620,0.54541,0.02686,0.09741,0.24658,582.1357,0.2775,0.8110,0.1326,0.4726,2.2275,0.9441
hernquist3d,4096,0.05,outer,2048,5,0.20508,0.35620,0.54541,0.02466,0.09448,0.24902,576.6574,0.2879,0.8132,0.1326,0.4726,2.2275,0.9441
hernquist3d,4096,0.05,outer,2048,10,0.20508,0.35620,0.54541,0.01758,0.09106,0.24805,569.5475,0.3023,0.8141,0.1326,0.4726,2.2275,0.9441
hernquist3d,4096,0.05,outer,2048,20,0.20508,0.35620,0.54541,0.01392,0.07812,0.23706,548.4370,0.3045,0.8030,0.1326,0.4726,2.2275,0.9441
hernquist3d,4096,0.05,outer,2048,50,0.20508,0.35620,0.54541,0.00562,0.04346,0.19409,441.2138,0.3734,0.7826,0.1326,0.4726,2.2275,0.9441
hernquist3d,4096,0.05,outer,2048,100,0.20508,0.35620,0.54541,0.00830,0.04199,0.15601,316.7707,0.4537,0.7583,0.1326,0.4726,2.2275,0.9441
hernquist3d,4096,0.05,outer,2048,300,0.20508,0.35620,0.54541,0.00513,0.04346,0.16528,292.2648,0.5697,0.6988,0.1326,0.4726,2.2275,0.9441
hernquist3d,4096,0.05,outer,2048,600,0.20508,0.35620,0.54541,0.00757,0.04565,0.16626,317.7665,0.6368,0.6825,0.1326,0.4726,2.2275,0.9441
hernquist3d,4096,0.05,tan,2048,0,0.15015,0.28516,0.45386,0.02686,0.09741,0.24658,582.1357,-2.1026,0.4724,0.1547,0.5484,3.5516,1.4180
hernquist3d,4096,0.05,tan,2048,5,0.15015,0.28516,0.45386,0.01807,0.09497,0.24634,579.4984,-1.6932,0.4999,0.1547,0.5484,3.5516,1.4180
hernquist3d,4096,0.05,tan,2048,10,0.15015,0.28516,0.45386,0.01050,0.08252,0.24438,574.5464,-1.3828,0.5216,0.1547,0.5484,3.5516,1.4180
hernquist3d,4096,0.05,tan,2048,20,0.15015,0.28516,0.45386,0.00586,0.05566,0.22803,547.0676,-1.0846,0.5390,0.1547,0.5484,3.5516,1.4180
hernquist3d,4096,0.05,tan,2048,50,0.15015,0.28516,0.45386,0.00391,0.03296,0.16626,416.9184,-0.7278,0.5434,0.1547,0.5484,3.5516,1.4180
hernquist3d,4096,0.05,tan,2048,100,0.15015,0.28516,0.45386,0.00195,0.02393,0.12891,293.0337,-0.3854,0.5434,0.1547,0.5484,3.5516,1.4180
hernquist3d,4096,0.05,tan,2048,300,0.15015,0.28516,0.45386,0.00488,0.03711,0.14966,279.3047,0.1556,0.5684,0.1547,0.5484,3.5516,1.4180
hernquist3d,4096,0.05,tan,2048,600,0.15015,0.28516,0.45386,0.00488,0.03345,0.14722,304.9480,0.4123,0.5990,0.1547,0.5484,3.5516,1.4180
hernquist3d,4096,0.05,sham,2048,0,0.19507,0.34302,0.51294,0.02686,0.09741,0.24658,582.1357,-0.0535,0.7194,0.1330,0.4741,3.0582,1.2216
hernquist3d,4096,0.05,sham,2048,5,0.19507,0.34302,0.51294,0.02393,0.09497,0.24976,579.5966,-0.0357,0.7225,0.1330,0.4741,3.0582,1.2216
hernquist3d,4096,0.05,sham,2048,10,0.19507,0.34302,0.51294,0.01807,0.09229,0.24951,576.9231,-0.0145,0.7240,0.1330,0.4741,3.0582,1.2216
hernquist3d,4096,0.05,sham,2048,20,0.19507,0.34302,0.51294,0.01489,0.07764,0.23975,553.9275,-0.0126,0.7135,0.1330,0.4741,3.0582,1.2216
hernquist3d,4096,0.05,sham,2048,50,0.19507,0.34302,0.51294,0.00586,0.04443,0.19312,445.9819,0.0626,0.6896,0.1330,0.4741,3.0582,1.2216
hernquist3d,4096,0.05,sham,2048,100,0.19507,0.34302,0.51294,0.00757,0.04224,0.15405,313.2851,0.1577,0.6586,0.1330,0.4741,3.0582,1.2216
hernquist3d,4096,0.05,sham,2048,300,0.19507,0.34302,0.51294,0.00757,0.04541,0.16064,289.9570,0.4040,0.6345,0.1330,0.4741,3.0582,1.2216
hernquist3d,4096,0.05,sham,2048,600,0.19507,0.34302,0.51294,0.00635,0.04199,0.16113,312.5410,0.5521,0.6448,0.1330,0.4741,3.0582,1.2216
hernquist3d,4096,0.05,orig,2049,0,0.19189,0.33521,0.50903,0.01953,0.09180,0.23657,527.5687,-0.0169,0.7255,0.1432,0.4736,3.1646,1.2603
hernquist3d,4096,0.05,orig,2049,5,0.19189,0.33521,0.50903,0.02295,0.09229,0.23633,531.5965,-0.0168,0.7244,0.1432,0.4736,3.1646,1.2603
hernquist3d,4096,0.05,orig,2049,10,0.19189,0.33521,0.50903,0.01807,0.08472,0.23315,520.1270,0.0025,0.7256,0.1432,0.4736,3.1646,1.2603
hernquist3d,4096,0.05,orig,2049,20,0.19189,0.33521,0.50903,0.01270,0.07007,0.22778,507.0714,0.0151,0.7175,0.1432,0.4736,3.1646,1.2603
hernquist3d,4096,0.05,orig,2049,50,0.19189,0.33521,0.50903,0.00659,0.04956,0.17944,412.9272,0.0469,0.6826,0.1432,0.4736,3.1646,1.2603
hernquist3d,4096,0.05,orig,2049,100,0.19189,0.33521,0.50903,0.01099,0.05005,0.13770,266.4180,0.1504,0.6510,0.1432,0.4736,3.1646,1.2603
hernquist3d,4096,0.05,orig,2049,300,0.19189,0.33521,0.50903,0.00708,0.04834,0.14648,231.0441,0.4102,0.6216,0.1432,0.4736,3.1646,1.2603
hernquist3d,4096,0.05,orig,2049,600,0.19189,0.33521,0.50903,0.00513,0.03906,0.14380,238.8423,0.5291,0.6148,0.1432,0.4736,3.1646,1.2603
hernquist3d,4096,0.05,full,2049,0,0.32104,0.46460,0.62524,0.01953,0.09180,0.23657,527.5687,0.6453,0.9665,0.1055,0.3435,2.3468,0.9318
hernquist3d,4096,0.05,full,2049,5,0.32104,0.46460,0.62524,0.02832,0.09497,0.23804,527.0388,0.6295,0.9580,0.1055,0.3435,2.3468,0.9318
hernquist3d,4096,0.05,full,2049,10,0.32104,0.46460,0.62524,0.03271,0.09546,0.23657,527.5278,0.6130,0.9488,0.1055,0.3435,2.3468,0.9318
hernquist3d,4096,0.05,full,2049,20,0.32104,0.46460,0.62524,0.03125,0.09741,0.24048,525.2266,0.5904,0.9320,0.1055,0.3435,2.3468,0.9318
hernquist3d,4096,0.05,full,2049,50,0.32104,0.46460,0.62524,0.01440,0.06714,0.21045,497.6794,0.5576,0.8713,0.1055,0.3435,2.3468,0.9318
hernquist3d,4096,0.05,full,2049,100,0.32104,0.46460,0.62524,0.01978,0.07324,0.16333,307.2868,0.5660,0.8060,0.1055,0.3435,2.3468,0.9318
hernquist3d,4096,0.05,full,2049,300,0.32104,0.46460,0.62524,0.01245,0.06274,0.16235,250.0416,0.6435,0.7107,0.1055,0.3435,2.3468,0.9318
hernquist3d,4096,0.05,full,2049,600,0.32104,0.46460,0.62524,0.01416,0.05835,0.16455,267.9081,0.6954,0.6819,0.1055,0.3435,2.3468,0.9318
hernquist3d,4096,0.05,inner-med,2049,0,0.25806,0.38696,0.52588,0.01953,0.09180,0.23657,527.5687,0.2943,0.8137,0.1055,0.4736,3.1646,1.2477
hernquist3d,4096,0.05,inner-med,2049,5,0.25806,0.38696,0.52588,0.02832,0.09497,0.23804,527.0222,0.2630,0.8034,0.1055,0.4736,3.1646,1.2477
hernquist3d,4096,0.05,inner-med,2049,10,0.25806,0.38696,0.52588,0.03271,0.09546,0.23633,521.7247,0.2301,0.7917,0.1055,0.4736,3.1646,1.2477
hernquist3d,4096,0.05,inner-med,2049,20,0.25806,0.38696,0.52588,0.03076,0.09717,0.23389,500.0541,0.1786,0.7674,0.1055,0.4736,3.1646,1.2477
hernquist3d,4096,0.05,inner-med,2049,50,0.25806,0.38696,0.52588,0.00928,0.05518,0.18408,425.7031,0.1484,0.7070,0.1055,0.4736,3.1646,1.2477
hernquist3d,4096,0.05,inner-med,2049,100,0.25806,0.38696,0.52588,0.01562,0.06250,0.14233,259.5071,0.2072,0.6653,0.1055,0.4736,3.1646,1.2477
hernquist3d,4096,0.05,inner-med,2049,300,0.25806,0.38696,0.52588,0.01221,0.05737,0.14941,217.4850,0.4557,0.6335,0.1055,0.4736,3.1646,1.2477
hernquist3d,4096,0.05,inner-med,2049,600,0.25806,0.38696,0.52588,0.01099,0.05591,0.15723,244.5576,0.5699,0.6290,0.1055,0.4736,3.1646,1.2477
hernquist3d,4096,0.05,mid,2049,0,0.24487,0.39697,0.58130,0.01953,0.09180,0.23657,527.5687,0.2969,0.8146,0.1432,0.3434,3.1646,1.2169
hernquist3d,4096,0.05,mid,2049,5,0.24487,0.39697,0.58130,0.02319,0.09229,0.23633,531.3230,0.2985,0.8143,0.1432,0.3434,3.1646,1.2169
hernquist3d,4096,0.05,mid,2049,10,0.24487,0.39697,0.58130,0.01807,0.08472,0.23364,525.9747,0.3129,0.8163,0.1432,0.3434,3.1646,1.2169
hernquist3d,4096,0.05,mid,2049,20,0.24487,0.39697,0.58130,0.01294,0.07031,0.23438,532.4754,0.3259,0.8127,0.1432,0.3434,3.1646,1.2169
hernquist3d,4096,0.05,mid,2049,50,0.24487,0.39697,0.58130,0.01172,0.06177,0.20557,479.4113,0.2898,0.7660,0.1432,0.3434,3.1646,1.2169
hernquist3d,4096,0.05,mid,2049,100,0.24487,0.39697,0.58130,0.01587,0.06177,0.16382,304.8178,0.3099,0.7036,0.1432,0.3434,3.1646,1.2169
hernquist3d,4096,0.05,mid,2049,300,0.24487,0.39697,0.58130,0.01025,0.05200,0.15332,241.2543,0.4711,0.6376,0.1432,0.3434,3.1646,1.2169
hernquist3d,4096,0.05,mid,2049,600,0.24487,0.39697,0.58130,0.01050,0.04736,0.15308,257.6852,0.5734,0.6312,0.1432,0.3434,3.1646,1.2169
hernquist3d,4096,0.05,outer,2049,0,0.20239,0.35132,0.53491,0.01953,0.09180,0.23657,527.5687,0.2921,0.8130,0.1432,0.4736,2.3463,0.9876
hernquist3d,4096,0.05,outer,2049,5,0.20239,0.35132,0.53491,0.02295,0.09229,0.23657,531.7068,0.2925,0.8120,0.1432,0.4736,2.3463,0.9876
hernquist3d,4096,0.05,outer,2049,10,0.20239,0.35132,0.53491,0.01807,0.08472,0.23340,520.1020,0.3068,0.8130,0.1432,0.4736,2.3463,0.9876
hernquist3d,4096,0.05,outer,2049,20,0.20239,0.35132,0.53491,0.01294,0.07007,0.22778,506.9219,0.3214,0.8060,0.1432,0.4736,2.3463,0.9876
hernquist3d,4096,0.05,outer,2049,50,0.20239,0.35132,0.53491,0.00659,0.04858,0.17896,413.9819,0.3656,0.7762,0.1432,0.4736,2.3463,0.9876
hernquist3d,4096,0.05,outer,2049,100,0.20239,0.35132,0.53491,0.01123,0.05127,0.13965,273.9834,0.4448,0.7479,0.1432,0.4736,2.3463,0.9876
hernquist3d,4096,0.05,outer,2049,300,0.20239,0.35132,0.53491,0.00781,0.05225,0.15186,241.1935,0.5621,0.6814,0.1432,0.4736,2.3463,0.9876
hernquist3d,4096,0.05,outer,2049,600,0.20239,0.35132,0.53491,0.00732,0.04199,0.14868,244.5850,0.6232,0.6527,0.1432,0.4736,2.3463,0.9876
hernquist3d,4096,0.05,tan,2049,0,0.14819,0.26904,0.43945,0.01953,0.09180,0.23657,527.5687,-2.0307,0.4755,0.1664,0.5545,3.6559,1.4587
hernquist3d,4096,0.05,tan,2049,5,0.14819,0.26904,0.43945,0.01562,0.09253,0.23901,532.0547,-1.7769,0.4921,0.1664,0.5545,3.6559,1.4587
