family,eps,target,label,n,metric,value,ci_lo,ci_hi
plummer3d,0.05,dBeta_late,Δβ(late),500,ell_star_psi,0.2,,
plummer3d,0.1,dS_late,Δentropy(late),500,R2_fine_pos,0.08647870747962394,,
plummer3d,0.1,dS_late,Δentropy(late),500,R2_fine_kin,0.362799399178823,,
plummer3d,0.1,dS_late,Δentropy(late),500,R2_bulk,0.672190976816478,,
plummer3d,0.1,dS_late,Δentropy(late),500,R2_phi_best,0.1517486335253816,,
plummer3d,0.1,dS_late,Δentropy(late),500,R2_psi_best,0.5588084414958595,,
plummer3d,0.1,dS_late,Δentropy(late),500,psi_beyond_bulk,0.013141085522718754,-0.014856902555951648,0.04597529777440973
plummer3d,0.1,dS_late,Δentropy(late),500,psi_beyond_phi,0.4105457816529007,0.2367671968944278,0.6312079842038678
plummer3d,0.1,dS_late,Δentropy(late),500,psi_beyond_kin,0.27777480728813586,0.16373953051593662,0.3962324889438769
plummer3d,0.1,dS_late,Δentropy(late),500,ell_star_psi,0.3,,
plummer3d,0.1,dS_early,Δentropy(early),500,R2_fine_pos,0.018400287985261277,,
plummer3d,0.1,dS_early,Δentropy(early),500,R2_fine_kin,0.30792631923605307,,
plummer3d,0.1,dS_early,Δentropy(early),500,R2_bulk,0.30948644979278783,,
plummer3d,0.1,dS_early,Δentropy(early),500,R2_phi_best,0.11203246825954338,,
plummer3d,0.1,dS_early,Δentropy(early),500,R2_psi_best,0.3404370616249174,,
plummer3d,0.1,dS_early,Δentropy(early),500,psi_beyond_bulk,0.08389558826464649,0.020602961327510712,0.14890537886326688
plummer3d,0.1,dS_early,Δentropy(early),500,psi_beyond_phi,0.28280904946416907,0.13879360119562117,0.4112625007364614
plummer3d,0.1,dS_early,Δentropy(early),500,psi_beyond_kin,0.07086438341718804,0.0035379968605266446,0.14784003642446494
plummer3d,0.1,dS_early,Δentropy(early),500,ell_star_psi,0.09,,
plummer3d,0.1,dQ_late,ΔQ(late),500,R2_fine_pos,0.3072051516252683,,
plummer3d,0.1,dQ_late,ΔQ(late),500,R2_fine_kin,0.5555120618056197,,
plummer3d,0.1,dQ_late,ΔQ(late),500,R2_bulk,0.9719372282690537,,
plummer3d,0.1,dQ_late,ΔQ(late),500,R2_phi_best,0.42117504892752944,,
plummer3d,0.1,dQ_late,ΔQ(late),500,R2_psi_best,0.7856399967321744,,
plummer3d,0.1,dQ_late,ΔQ(late),500,psi_beyond_bulk,-0.009573881912770199,-0.022229914388448544,-0.0013612605822389745
plummer3d,0.1,dQ_late,ΔQ(late),500,psi_beyond_phi,0.43870432568707907,0.34758724005017544,0.5465153475972012
plummer3d,0.1,dQ_late,ΔQ(late),500,psi_beyond_kin,0.2525606951952726,0.16019153927242197,0.3554332679437043
plummer3d,0.1,dQ_late,ΔQ(late),500,ell_star_psi,0.2,,
plummer3d,0.1,dQ_early,ΔQ(early),500,R2_fine_pos,0.33030715246421516,,
plummer3d,0.1,dQ_early,ΔQ(early),500,R2_fine_kin,0.5176925066298916,,
plummer3d,0.1,dQ_early,ΔQ(early),500,R2_bulk,0.995508392822399,,
plummer3d,0.1,dQ_early,ΔQ(early),500,R2_phi_best,0.4335713698577752,,
plummer3d,0.1,dQ_early,ΔQ(early),500,R2_psi_best,0.7678712113832982,,
plummer3d,0.1,dQ_early,ΔQ(early),500,psi_beyond_bulk,0.00018707729007716445,-0.00040499932815379615,0.000740973414918064
plummer3d,0.1,dQ_early,ΔQ(early),500,psi_beyond_phi,0.40267547127206826,0.2992838555884792,0.5345773990226784
plummer3d,0.1,dQ_early,ΔQ(early),500,psi_beyond_kin,0.38240196351800493,0.28624940210321487,0.49043951070288844
plummer3d,0.1,dQ_early,ΔQ(early),500,ell_star_psi,0.3,,
plummer3d,0.1,dSigr_late,Δσr(late),500,R2_fine_pos,-0.007416922152690741,,
plummer3d,0.1,dSigr_late,Δσr(late),500,R2_fine_kin,0.29139895079011313,,
plummer3d,0.1,dSigr_late,Δσr(late),500,R2_bulk,0.3059122320492693,,
plummer3d,0.1,dSigr_late,Δσr(late),500,R2_phi_best,0.012458523165794544,,
plummer3d,0.1,dSigr_late,Δσr(late),500,R2_psi_best,0.5949496095053897,,
plummer3d,0.1,dSigr_late,Δσr(late),500,psi_beyond_bulk,0.29053380049924127,0.18063963217088427,0.40382939274538915
plummer3d,0.1,dSigr_late,Δσr(late),500,psi_beyond_phi,0.5924186741131784,0.49353679112327997,0.701236890826409
plummer3d,0.1,dSigr_late,Δσr(late),500,psi_beyond_kin,0.32265325437628367,0.21555466895833966,0.4221705882114182
plummer3d,0.1,dSigr_late,Δσr(late),500,ell_star_psi,0.06,,
plummer3d,0.1,dBeta_late,Δβ(late),500,R2_fine_pos,0.0315606666195567,,
plummer3d,0.1,dBeta_late,Δβ(late),500,R2_fine_kin,0.11896941242621317,,
plummer3d,0.1,dBeta_late,Δβ(late),500,R2_bulk,0.16346729604793508,,
plummer3d,0.1,dBeta_late,Δβ(late),500,R2_phi_best,0.03543686798736756,,
plummer3d,0.1,dBeta_late,Δβ(late),500,R2_psi_best,0.6678503276612524,,
plummer3d,0.1,dBeta_late,Δβ(late),500,psi_beyond_bulk,0.5298440656136599,0.3816223893706772,0.7023927807178105
plummer3d,0.1,dBeta_late,Δβ(late),500,psi_beyond_phi,0.6550126386990491,0.5452310659999305,0.769165833929066
plummer3d,0.1,dBeta_late,Δβ(late),500,psi_beyond_kin,0.5574182436263865,0.4227166595720308,0.7098506114840242
plummer3d,0.1,dBeta_late,Δβ(late),500,ell_star_psi,0.14,,
