seed,orig_beta1,orig_Lspec1,orig_C81,orig_Mcen1,rad_beta1,rad_Lspec1,rad_C81,rad_Mcen1,lmatch_beta1,lmatch_Lspec1,lmatch_C81,lmatch_Mcen1,sham_beta1,sham_Lspec1,sham_C81,sham_Mcen1
2061,0.5489892759602331,1.3502319552807793,18.5146484375,0.0234375,0.7139542181777967,0.9761539067290976,19.65374755859375,0.037109375,0.6616520216387853,1.0207979983912923,17.171371459960938,0.0302734375,0.5309107348591369,1.3423249142787883,18.375595092773438,0.02734375
2062,0.4436449771596188,1.2798579715554474,34.91219711303711,0.041015625,0.6351821722664754,0.9367613238587469,48.76766586303711,0.0576171875,0.5240062525149642,0.9673540214836847,31.49557113647461,0.06640625,0.4716426510888331,1.2574296158776268,37.25594711303711,0.05859375
2063,0.5338546607400789,1.3648231386976784,21.49636459350586,0.0263671875,0.6941380698236332,0.9935834606252625,24.774288177490234,0.0498046875,0.6328155323434556,1.0299236893859662,22.482112884521484,0.03515625,0.5675664649828212,1.3503822723058179,22.572372436523438,0.0400390625
2064,0.48255185045825166,1.3029022260717573,30.54055404663086,0.009765625,0.6441593245168746,0.9700605505929036,26.27145004272461,0.0146484375,0.6161991249125814,0.9899770667184152,20.06097412109375,0.009765625,0.46555627867576665,1.312717190418514,28.663997650146484,0.0087890625
2065,0.5744015607546362,1.4085325750908493,12.90975570678711,0.001953125,0.6997275949262022,1.0463254753661198,13.48562240600586,0.017578125,0.6968741167772425,1.0838858725444993,10.884506225585938,0.00390625,0.5734324755332783,1.4057754083904395,12.992294311523438,0.001953125
2068,0.5518749697286087,1.2255635475322837,24.282577514648438,0.0244140625,0.6719510603722152,0.9259500089557464,34.68276596069336,0.01953125,0.6284411088709402,0.9625048949106845,31.026107788085938,0.013671875,0.5199461819762714,1.2169347158806452,31.024765014648438,0.017578125
2067,0.5114844782778551,1.2568476594948534,28.078125,0.017578125,0.6918759616604817,0.9208602852894989,28.845394134521484,0.05078125,0.6069215965044561,0.9511412846536224,21.702880859375,0.037109375,0.5203599387971012,1.2671731654242455,24.617172241210938,0.0224609375
2066,0.5605914295103722,1.3487838157291736,18.640193939208984,0.0341796875,0.7055252912810634,0.990166210154164,17.70968246459961,0.052734375,0.6325143852231425,1.0265278853654816,18.107112884521484,0.0390625,0.5484669652793743,1.3502715799433045,16.59640121459961,0.0322265625
2069,0.5208911863082528,1.2952046769214538,20.582504272460938,0.0205078125,0.6893604791458018,0.9721956606320885,19.72943115234375,0.056640625,0.5768846080361499,1.015488221753774,20.005001068115234,0.0224609375,0.5271069084677191,1.2963200690738406,18.383285522460938,0.0185546875
2070,0.5482526705861841,1.2903101602490243,24.642391204833984,0.0390625,0.6972134214660974,0.9503590980094028,26.222640991210938,0.0517578125,0.624656439191143,0.9879970939210563,22.28274154663086,0.033203125,0.5574198461669213,1.3031765890051523,24.33388900756836,0.01953125
2071,0.55500934554702,1.1087936421532048,16.30706787109375,0.0205078125,0.6998642511831428,0.8050208223363615,21.786861419677734,0.0595703125,0.658171149429274,0.8398289108480885,18.42214584350586,0.0302734375,0.571915696827827,1.1154433319210013,15.554622650146484,0.029296875
2072,0.5580097689090364,1.3694967782616487,14.126693725585938,0.0107421875,0.7180601582286539,1.0207825031365139,13.9287109375,0.0107421875,0.6530600974485257,1.0639162662718396,11.4453125,0.01171875,0.5576624222459471,1.3608536610949225,12.095333099365234,0.0107421875
2073,0.5025321851150049,1.1227188079281212,31.70062255859375,0.015625,0.6570633799724888,0.8252833846124317,28.554134368896484,0.046875,0.5492767369318754,0.8582764778467126,33.24497985839844,0.017578125,0.5083224130859454,1.123291559380818,29.9521484375,0.0146484375
2075,0.51938536367621,1.361633119304018,23.16714096069336,0.04296875,0.6914670626466252,0.9895722711449289,20.32904052734375,0.0458984375,0.5672188556517612,1.0282177210897343,23.688594818115234,0.0341796875,0.5388467674082731,1.3676965859727042,22.85247802734375,0.0400390625
2077,0.5489060083965649,1.3557966078241634,20.86904525756836,0.0205078125,0.6763036438781254,1.0230853638964863,24.835872650146484,0.01953125,0.633959343578945,1.0548277344002188,22.298641204833984,0.0244140625,0.5565500924676889,1.3374862938930323,17.81243896484375,0.017578125
2076,0.5134977771821914,1.2688200699608516,25.054306030273438,0.02734375,0.670595583948667,0.9266191383924003,29.3662109375,0.0537109375,0.5969129576708669,0.9645161733716995,25.69332504272461,0.0263671875,0.5017440174476069,1.2778382730718454,26.378524780273438,0.021484375
2074,0.491573091303792,1.2549362021968424,22.862899780273438,0.052734375,0.661565026693824,0.9387775784932828,27.556331634521484,0.0791015625,0.5770741464451367,0.9721637319349641,24.619247436523438,0.0458984375,0.47964748137658275,1.234455804292729,23.745346069335938,0.0556640625
2078,0.5217463561381377,1.4389611181015343,26.52145004272461,0.015625,0.6948472039568305,1.0698963811313906,24.56832504272461,0.0283203125,0.5796588030249755,1.1018411134191575,24.038314819335938,0.033203125,0.5238107888318726,1.4279954367210457,26.023422241210938,0.0244140625
2079,0.5726213230334176,1.3606886430733456,20.61077880859375,0.01953125,0.6842527063197565,1.0158277354474063,24.12933349609375,0.029296875,0.6273620231630688,1.050724504685637,16.599960327148438,0.037109375,0.5458392197769601,1.3808497932445534,25.06454086303711,0.0068359375
2080,0.5721301824243703,1.3165540262008384,21.708126068115234,0.0078125,0.6934535889308473,0.9774552131377509,27.489990234375,0.017578125,0.6532860744074612,1.0109599009274874,26.27337646484375,0.0048828125,0.5739222131393338,1.3086721763437548,20.74740219116211,0.0224609375
2081,0.5443915529701839,1.2994558916492243,29.74483871459961,0.03125,0.6964563218758064,0.9706770165952401,29.326412200927734,0.0556640625,0.6067761406428835,1.0027606763720716,23.58651351928711,0.0400390625,0.5529944809464378,1.286845327048581,24.69057846069336,0.044921875
2082,0.5630906466720442,1.3090779544908746,19.19720458984375,0.005859375,0.7036723925361092,0.9678876069431179,14.16744613647461,0.0166015625,0.6428536163844132,1.017437015591602,20.77484130859375,0.00390625,0.5856282505988795,1.2933632219859121,17.802242279052734,0.0087890625
2084,0.5647682684241127,1.260270378854257,24.205795288085938,0.013671875,0.6559938998718958,0.9356641046445827,26.364990234375,0.0380859375,0.5914480987696407,0.971360804462912,20.284774780273438,0.0244140625,0.5582113141868805,1.2724139739463727,23.422969818115234,0.0078125
2083,0.5285270191651396,1.3082639301971097,19.64510726928711,0.0439453125,0.6855410513129292,0.9830621394575916,28.362899780273438,0.056640625,0.5901960765094254,1.0217652668927886,20.345394134521484,0.0419921875,0.5086729215804658,1.3410463096709253,20.733993530273438,0.044921875
